gid,timestamp,dealNum,dealPri,highPri,increPer,increase,lowpri,name,nowpri,openPri,time,yesPri
600307,20251102_212046,536719957,842002451882,2999.356,0.03,1.0393,2996.3833,模拟股票985,2997.3495,2996.7874,2025-11-02 21:20:46,2996.3102
601443,20251102_212046,604259151,846511564662,2061.6608,0.07,1.3736,2059.2684,模拟股票825,2060.4388,2059.5931,2025-11-02 21:20:46,2059.0652
603101,20251102_212046,764254911,130017014964,761.5419,0.08,0.5803,759.3097,模拟股票811,760.288,759.306,2025-11-02 21:20:46,759.7077
601100,20251102_212046,281622142,221319922039,94.4889,-0.32,-0.3,92.3207,模拟股票143,94.1265,93.1653,2025-11-02 21:20:46,94.4265
603887,20251102_212046,32953445,1625284303450,1766.6866,0.15,2.6979,1764.5238,模拟股票382,1766.4574,1764.5224,2025-11-02 21:20:46,1763.7595
602942,20251102_212046,972573792,657647436549,517.5789,0.29,1.4963,514.6772,模拟股票870,515.7051,514.813,2025-11-02 21:20:46,514.2088
603185,20251102_212046,27247359,482066707042,741.5303,-0.07,-0.5223,738.427,模拟股票336,739.8295,741.7005,2025-11-02 21:20:46,740.3518
603679,20251102_212046,512717911,542238609025,4156.1349,0.06,2.3078,4151.7597,模拟股票549,4153.9534,4152.4407,2025-11-02 21:20:46,4151.6456
601230,20251102_212046,720933466,517255162064,2732.709,-0.02,-0.5835,2729.7407,模拟股票17,2730.9193,2730.3654,2025-11-02 21:20:46,2731.5028
600033,20251102_212046,116240813,1600510403765,4706.0269,0.05,2.2113,4702.871,模拟股票849,4704.9052,4701.5508,2025-11-02 21:20:46,4702.6939
602692,20251102_212046,607683761,142682056820,1334.4954,-0.18,-2.3817,1331.442,模拟股票703,1333.1043,1335.6171,2025-11-02 21:20:46,1335.486
602336,20251102_212046,860274238,103799391768,3814.5214,0.06,2.3474,3813.1128,模拟股票803,3813.9065,3811.94,2025-11-02 21:20:46,3811.5591
602910,20251102_212046,164122391,1972288780091,4735.4154,-0.04,-1.7267,4732.6477,模拟股票683,4733.6729,4735.7878,2025-11-02 21:20:46,4735.3996
600632,20251102_212046,103853199,1156178722177,1183.7329,0.17,1.9541,1181.3919,模拟股票20,1183.4677,1181.6115,2025-11-02 21:20:46,1181.5136
601620,20251102_212046,570422301,452824965142,4428.6169,-0.0,-0.1443,4425.7158,模拟股票372,4428.1671,4427.5243,2025-11-02 21:20:46,4428.3114
603426,20251102_212046,261776956,1096185079387,3957.8561,0.04,1.6256,3954.1589,模拟股票831,3956.5081,3956.2221,2025-11-02 21:20:46,3954.8825
601845,20251102_212046,718810262,722566698313,2066.2259,0.11,2.1958,2063.5115,模拟股票100,2065.1705,2064.3219,2025-11-02 21:20:46,2062.9747
600224,20251102_212046,955683621,68889781265,3750.5726,-0.08,-2.9225,3749.6252,模拟股票804,3750.3261,3754.112,2025-11-02 21:20:46,3753.2486
603654,20251102_212046,557267444,1238136150960,3760.0984,0.0,0.1644,3757.3372,模拟股票242,3758.8412,3757.6906,2025-11-02 21:20:46,3758.6768
602313,20251102_212046,136624043,1714142313204,291.4329,-0.92,-2.7082,290.1314,模拟股票652,290.7696,293.1145,2025-11-02 21:20:46,293.4778
601636,20251102_212046,22004183,1156281861773,1942.1811,-0.02,-0.4057,1939.177,模拟股票684,1940.5483,1940.0824,2025-11-02 21:20:46,1940.954
602496,20251102_212046,782275125,767929516051,2487.5947,0.02,0.3964,2485.3756,模拟股票42,2486.1214,2484.9273,2025-11-02 21:20:46,2485.725
